time,temperature_2m,humidity,windspeed
2025-04-01 00:00:00,15.28366681871583,62.59226549393036,9.458779749246165
2025-04-01 01:00:00,16.305529837503844,58.2093789037754,9.763631599681633
2025-04-01 02:00:00,15.25969839873338,56.576182457812735,11.459581824877246
2025-04-01 03:00:00,19.126926778449516,71.7298499756152,10.842477906757717
2025-04-01 04:00:00,21.435124642661737,68.22705774739704,12.540925444236992
2025-04-01 05:00:00,22.404613767788867,59.84654227796943,12.999785207056371
2025-04-01 06:00:00,23.900510732666177,54.8588051783562,8.024513510368955
2025-04-01 07:00:00,25.840100923625066,65.35947210860118,10.749058801175813
2025-04-01 08:00:00,28.121199831866246,63.502989177943114,12.622131157397991
2025-04-01 09:00:00,29.426291108063314,59.37323278282838,11.962645867651705
2025-04-01 10:00:00,31.223923771993476,63.050363114836074,8.492883668414954
2025-04-01 11:00:00,34.19440785974647,62.89715130146272,8.802745309394096
2025-04-01 12:00:00,30.847759077262605,56.33460504706597,10.303913679171794
2025-04-01 13:00:00,32.55422238611029,57.409590366004544,9.454351675815452
2025-04-01 14:00:00,35.809049803931366,61.75599342091165,10.940041047793923
2025-04-01 15:00:00,32.60043959539049,62.90016772898632,9.203667301454118
2025-04-01 16:00:00,29.56786028713301,60.23306191290286,12.398479877035761
2025-04-01 17:00:00,26.678347333938557,58.9286461704679,9.778920272689463
2025-04-01 18:00:00,25.913002658529855,65.77063953046326,7.956955445934593
2025-04-01 19:00:00,21.72749350483982,65.06714448062831,8.305831328303242
2025-04-01 20:00:00,24.69169161092289,58.94704245934777,10.378423807910249
2025-04-01 21:00:00,23.63313879504219,70.07954675543269,8.620192780243872
2025-04-01 22:00:00,22.059139547031716,53.8257902178506,9.693778234349338
2025-04-01 23:00:00,19.714339309037683,57.75402722892699,10.738095724115759
2025-04-02 00:00:00,18.892588181512718,53.39068441877799,6.663379681837989
2025-04-02 01:00:00,17.57579290838132,56.417342076342116,5.533201362176188
2025-04-02 02:00:00,19.685476392801675,53.08251743503263,8.465913346212638
2025-04-02 03:00:00,19.506835284728165,59.31718421166949,7.387139773205565
2025-04-02 04:00:00,19.9620770070932,60.12980749437346,6.124061411191137
2025-04-02 05:00:00,25.42862686745696,56.55356933888888,7.72728858292851
2025-04-02 06:00:00,25.391679446737484,44.96174674098049,7.351317428563613
2025-04-02 07:00:00,28.629208408923294,56.15106224019481,9.288001872714577
2025-04-02 08:00:00,27.839788676338422,62.49895627462237,8.27063457590263
2025-04-02 09:00:00,31.671750800472743,62.58345809154643,13.834031211882314
2025-04-02 10:00:00,32.02740360289291,60.4096004221648,7.373741937883414
2025-04-02 11:00:00,33.607310867948534,55.71267007475686,6.595022613815807
2025-04-02 12:00:00,35.89698292765349,63.70030936939982,11.863801734180285
2025-04-02 13:00:00,33.19407178032893,69.80558516516844,10.462660099766676
2025-04-02 14:00:00,33.290939993804166,59.31878977001934,11.343177127094371
2025-04-02 15:00:00,31.356826281955776,62.24501535609671,12.681163442870416
2025-04-02 16:00:00,28.63570925485287,41.78659961708854,9.577753891399267
2025-04-02 17:00:00,28.61731419936392,59.118631203422886,12.955895525624726
2025-04-02 18:00:00,28.22785526012754,64.72360937277256,10.765043259134153
2025-04-02 19:00:00,23.89111536620889,57.66514031356414,14.421365324383554
2025-04-02 20:00:00,22.849203341765186,58.41564414244845,9.331672410704286
2025-04-02 21:00:00,19.737680700348363,60.75284361771371,11.042780533054552
2025-04-02 22:00:00,20.663181659234098,52.53683187291304,12.118333466629796
2025-04-02 23:00:00,19.582587576759106,56.2375034456208,6.433716836664395
2025-04-03 00:00:00,17.05123276455745,65.79621048171342,11.982685811014305
2025-04-03 01:00:00,17.942983633145765,62.79351173740989,11.637429758937289
2025-04-03 02:00:00,22.05487322416631,63.16869961809057,9.923997525742227
2025-04-03 03:00:00,19.420293175407085,58.557044350243565,9.540241811573663
2025-04-03 04:00:00,23.786911836825276,54.18691379199175,8.46095715241294
2025-04-03 05:00:00,23.106266219264352,55.86800275130982,10.860214403496387
2025-04-03 06:00:00,26.464621251664507,65.93189456330573,11.20481673874019
2025-04-03 07:00:00,27.597902135861343,61.354786705687815,11.258212404775144
2025-04-03 08:00:00,28.171008370021003,69.26602130904925,5.855075270729766
2025-04-03 09:00:00,31.26588759937531,55.42967525556106,8.434206856417111
2025-04-03 10:00:00,33.91628700175696,44.86668022671347,9.747835101364604
2025-04-03 11:00:00,35.56878093322279,56.690487342699356,6.722660851573615
2025-04-03 12:00:00,36.56674362318054,56.369940039042,13.865481353045746
2025-04-03 13:00:00,34.58350180189277,62.441064496460854,8.667206842085205
2025-04-03 14:00:00,33.957581835951444,57.51049284360348,9.907667742288055
2025-04-03 15:00:00,29.79992105754343,64.65621233145478,8.589415032001293
2025-04-03 16:00:00,30.38718856461894,57.508908658166135,12.432748179358462
2025-04-03 17:00:00,28.089796911937384,57.373311923931844,9.705869197085446
2025-04-03 18:00:00,25.20442850588524,59.82847006517777,8.213990802818351
2025-04-03 19:00:00,22.89126192332604,63.890674626860005,10.22476906476119
2025-04-03 20:00:00,20.618568037376313,70.48749247717649,9.37009581460734
2025-04-03 21:00:00,20.143720885304866,64.15484123647558,11.614128826586944
2025-04-03 22:00:00,17.77569593399892,54.97691684329355,11.82166304726262
2025-04-03 23:00:00,15.626399373254245,55.44084202075996,15.692940313952004
2025-04-04 00:00:00,14.76368455941639,60.34080190172754,6.643138946406793
2025-04-04 01:00:00,15.124801118769069,67.62690236154863,6.339321011029078
2025-04-04 02:00:00,18.318640481710055,55.34097731394261,9.990041755462888
2025-04-04 03:00:00,18.881286350140332,62.20345472924405,10.687488155865964
2025-04-04 04:00:00,22.3480788415924,50.738528778491315,11.74145942491198
2025-04-04 05:00:00,22.86865990637893,59.264129239580384,7.487051777569173
2025-04-04 06:00:00,24.825775959145695,57.70699527885274,10.979229503595311
2025-04-04 07:00:00,26.66724922277969,54.176051701746516,7.635570136785219
2025-04-04 08:00:00,28.419020245911863,60.484850565094824,10.048621516383662
2025-04-04 09:00:00,31.377882495862508,67.24266010602398,9.703406182831674
