time,temperature_2m,humidity,windspeed,hour,dayofweek,month,temperature_2m_lag1,temperature_2m_lag2,temperature_2m_lag3,temperature_2m_lag6,temperature_2m_lag12,temperature_2m_lag24,temperature_2m_lag48,temperature_2m_lag72,temperature_2m_rollmean3,temperature_2m_rollstd3,temperature_2m_rollmean6,temperature_2m_rollstd6,temperature_2m_rollmean12,temperature_2m_rollstd12,temperature_2m_rollmean24,temperature_2m_rollstd24,temperature_2m_rollmean48,temperature_2m_rollstd48,temperature_2m_rollmean72,temperature_2m_rollstd72
2025-04-04 00:00:00,14.76368455941639,60.34080190172754,6.643138946406793,0,4,4,15.626399373254245,17.77569593399892,20.143720885304862,25.20442850588524,36.56674362318054,17.05123276455745,18.89258818151272,15.28366681871583,16.055259955556522,1.5511267451251138,18.636555118779466,3.1338058768164965,24.48681244920883,6.892917321777676,25.82101284976655,6.552411284269541,25.91718666177358,6.133967860832807,25.77711610429046,5.958976189336399
2025-04-04 01:00:00,15.124801118769067,67.62690236154863,6.339321011029078,1,4,4,14.76368455941639,15.626399373254245,17.77569593399892,22.89126192332604,34.58350180189277,17.942983633145765,17.57579290838132,16.305529837503844,15.171628350479901,0.43325951198489004,17.34214498468663,2.5799456180442695,22.865254058948523,6.583630541411634,25.70358857833419,6.722767389889789,25.866124332823322,6.21455563763627,25.76071709430803,5.9869678990711375
2025-04-04 02:00:00,18.31864048171005,55.34097731394261,9.990041755462888,2,4,4,15.124801118769067,14.76368455941639,15.626399373254245,20.618568037376317,33.957581835951444,22.05487322416631,19.685476392801675,15.25969839873338,16.069042053298507,1.9565584860138396,16.958823725408923,2.126855955110941,21.562008946095073,5.673196051145251,25.547912214065178,6.85293184871388,25.837648584675577,6.246527827339515,25.803202401016037,5.9218999840654245
2025-04-04 03:00:00,18.88128635014033,62.20345472924405,10.687488155865964,3,4,4,18.31864048171005,15.124801118769067,14.76368455941639,20.143720885304862,29.79992105754343,19.420293175407085,19.506835284728165,19.12692677844952,17.441575983539817,2.0260125675424354,16.748417969548168,1.7834937847233645,20.65212272047815,5.076013558794636,25.525453596345727,6.874735103861415,25.824616315205002,6.260653543769195,25.799790728400637,5.925869861258537
2025-04-04 04:00:00,22.3480788415924,50.73852877849132,11.74145942491198,4,4,4,18.88128635014033,18.31864048171005,15.124801118769067,17.77569593399892,30.38718856461894,23.78691183682528,19.9620770070932,21.435124642661737,19.849335224480928,2.182185221596987,17.510481787480412,2.9230362533086187,19.982196910225937,4.113660206277487,25.46550222154436,6.896793603068323,25.874324686757067,6.222471515489581,25.812470647830228,5.917369651677872
2025-04-04 05:00:00,22.86865990637893,59.264129239580384,7.487051777569173,5,4,4,22.3480788415924,18.88128635014033,18.31864048171005,15.626399373254245,28.089796911937384,23.106266219264352,25.42862686745696,22.404613767788867,21.36600836603722,2.1675178853852644,18.71752520966786,3.439165246473416,19.547102159762733,3.390776322448644,25.45560195850747,6.900497049541583,25.82099204173461,6.237325833815211,25.81891573308842,5.913857273645092
2025-04-04 06:00:00,24.82577595914569,57.70699527885274,10.979229503595311,6,4,4,22.86865990637893,22.3480788415924,18.88128635014033,14.76368455941639,25.20442850588524,26.464621251664507,25.391679446737484,23.900510732666177,23.34750490237234,1.306413085215912,20.394540442956078,3.5761118197725144,19.51554778086777,3.3346406690089467,25.387316737985845,6.898186343714924,25.80920238574311,6.238689256646396,25.831766639011747,5.910634264402742
2025-04-04 07:00:00,26.66724922277969,54.17605170174652,7.635570136785219,7,4,4,24.82577595914569,22.86865990637893,22.3480788415924,15.124801118769067,22.89126192332604,27.597902135861343,28.629208408923294,25.840100923625062,24.787228362768108,1.8995880175863984,22.31828179362451,3.265422389938135,19.830213389155574,3.8243398302270943,25.348539533274117,6.887827550472015,25.76832823603179,6.22623493367371,25.84325480983334,5.911454475585464
2025-04-04 08:00:00,28.419020245911863,60.48485056509482,10.048621516383662,8,4,4,26.66724922277969,24.82577595914569,22.86865990637893,18.31864048171005,20.618568037376317,28.171008370021003,27.839788676338426,28.12119983186625,26.637348475945753,1.7968087452730814,24.00167842099148,3.3921630483397336,20.480251073200204,4.5622645771473715,25.358873361436235,6.892430728409106,25.780395560397903,6.230894710722752,25.847391204472864,5.913174807224973
2025-04-04 09:00:00,31.377882495862508,67.24266010602398,9.703406182831674,9,4,4,28.419020245911863,26.66724922277969,24.82577595914569,18.88128635014033,20.143720885304862,31.26588759937531,31.671750800472743,29.426291108063317,28.821383988184692,2.3809533582559026,26.08444444527851,3.4553244842118374,21.41643120741334,5.535708527561748,25.363539815456534,6.8966405246075935,25.77427330405185,6.225124611942792,25.874496640414517,5.934246618564071
2025-04-04 10:00:00,32.2436673743561,64.41052260171685,8.405208098578859,10,4,4,31.377882495862508,28.419020245911863,26.66724922277969,22.3480788415924,17.77569593399892,33.91628700175696,32.02740360289291,31.22392377199348,30.680190038710162,2.0055080373446907,27.733709200739128,3.67019046426769,22.62209549410977,6.2056816425859065,25.293847330981496,6.8144158697850985,25.778778799290674,6.229823157790921,25.888659746002887,5.948393806748205
2025-04-04 11:00:00,32.356479273916705,59.69246720755412,11.364453601409055,11,4,4,32.2436673743561,31.377882495862508,28.419020245911863,22.86865990637893,15.626399373254245,35.56878093322279,33.607310867948534,34.19440785974647,31.99267638137844,0.5354066421150935,29.31501242866209,3.163847952765141,24.016268819164978,6.368310489333273,25.160001428510412,6.632956649033474,25.75271980774834,6.19891955738431,25.863132960088585,5.916104699383221
2025-04-04 12:00:00,33.709990733018884,62.17598141068801,12.612180516054742,12,4,4,32.356479273916705,32.2436673743561,31.377882495862508,24.82577595914569,14.76368455941639,36.56674362318054,35.89698292765349,30.847759077262605,32.7700457937639,0.8159681352806825,30.795714890974292,2.6854191801738034,25.595127666965187,6.212549976372123,25.04097005808701,6.442248885906238,25.70715747036012,6.13043126934797,25.90288617752965,5.959527616526124
2025-04-04 13:00:00,31.95044218366348,59.91174718768399,7.947571716493949,13,4,4,33.709990733018884,32.356479273916705,32.2436673743561,26.66724922277969,15.124801118769067,34.58350180189277,33.19407178032893,32.55422238611029,32.672304063533026,0.92130980005986,31.67624705112159,1.7716955665646523,26.99726442237305,5.49151398322937,24.93125924066079,6.293375206042199,25.681248520429588,6.100671940241187,25.89450034138455,5.950454385949274
2025-04-04 14:00:00,31.33458509999182,65.07572495516209,9.924842903731728,14,4,4,31.95044218366348,33.709990733018884,32.356479273916705,28.419020245911863,18.31864048171005,33.957581835951444,33.290939993804166,35.809049803931366,32.33167267222473,1.2327369932025969,32.162174526801586,0.8700550857816668,28.081926473896534,4.871997164435186,24.821967709995803,6.150972193468544,25.6404911268085,6.055116327906169,25.832354998274283,5.8682478001708995
2025-04-04 15:00:00,29.02359684703464,58.58545671731357,8.5534631222064,15,4,4,31.33458509999182,31.95044218366348,33.709990733018884,31.377882495862508,18.88128635014033,29.79992105754343,31.356826281955776,32.60043959539049,30.76954137689665,1.5430689268120683,31.769793585330273,1.5554265205550606,28.927119015304395,3.9168944016803677,24.78962086789127,6.125644993578505,25.59188218024764,6.017499103896732,25.78267662676934,5.825126430399241
2025-04-04 16:00:00,27.115163250577456,58.19302471587398,12.384695508521538,16,4,4,29.02359684703464,31.33458509999182,31.95044218366348,32.2436673743561,22.3480788415924,30.38718856461894,28.63570925485287,29.56786028713301,29.15778173253464,2.1129089837119857,30.915042898033832,2.414712946290032,29.324376049386476,3.3960985043742538,24.65328647980621,6.031332700065984,25.5602041384919,6.005124090189543,25.74861139015051,5.809830555084917
2025-04-04 17:00:00,24.304677577031672,65.37513206062161,11.10605236771499,17,4,4,27.115163250577456,29.02359684703464,31.33458509999182,32.356479273916705,22.86865990637893,28.089796911937384,28.61731419936392,26.67834733393856,26.814479224881257,2.373785569861456,29.573075948552994,3.46318154751668,29.44404418860754,3.165403777737753,24.49557317418514,5.986889174538809,25.470357542193316,5.990656146731843,25.715643754637917,5.811214980773976
2025-04-04 18:00:00,21.97014367731545,66.47723721053832,11.116365665155543,18,4,4,24.304677577031672,27.115163250577456,29.02359684703464,33.709990733018884,24.82577595914569,25.20442850588524,28.22785526012754,25.91300265852985,24.463328168308195,2.5761762575367513,27.616434772602418,3.9417757215205,29.206074831788357,3.619000694231101,24.36081130632806,6.006608048556152,25.33998855088473,5.997457018022336,25.66088182434327,5.827882820424331
2025-04-04 19:00:00,20.862924942669853,64.16564023923382,11.06380107548346,19,4,4,21.97014367731545,24.304677577031672,27.115163250577456,31.95044218366348,26.66724922277969,22.89126192332604,23.89111536620889,21.72749350483982,22.379248732338993,1.7569691256729472,25.768515232436812,4.099400302877275,28.722381141779206,4.310914539584179,24.276297265467388,6.042347069159148,25.27690125039433,6.0288665297735715,25.648873927646463,5.836984986343549
2025-04-04 20:00:00,21.77484189669847,60.10498706639637,10.164870651384565,20,4,4,20.862924942669853,21.97014367731545,24.304677577031672,31.33458509999182,28.419020245911863,20.618568037376317,22.849203341765183,24.69169161092289,21.535970172227923,0.5909975525758651,24.17522469855459,3.279093130915422,28.168699612678083,4.75701721617046,24.32447534293915,6.0164687938892385,25.254518720288775,6.040055203431659,25.608362126060015,5.853819884725426
2025-04-04 21:00:00,18.000437007014852,53.73531034146163,6.208002548231002,21,4,4,21.77484189669847,20.862924942669853,21.97014367731545,29.02359684703464,31.377882495862508,20.143720885304862,19.737680700348363,23.63313879504219,20.212734615461063,1.9694145485431138,22.338031391884627,3.102639968642199,27.05391248860745,5.453131263949056,24.235171848010395,6.096595541414344,25.218326143344328,6.078895943434907,25.530130156781855,5.917877039281182
2025-04-04 22:00:00,16.79580360034956,62.41955757102102,12.28690301905774,22,4,4,18.000437007014852,21.77484189669847,20.862924942669853,27.115163250577456,32.2436673743561,17.77569593399892,20.663181659234095,22.05913954703172,18.857027501354295,2.5976943710473814,20.61813811684664,2.766910793931794,25.766590507440238,5.920011624614611,24.194343000775003,6.144825813729853,25.137755767117568,6.165566384386585,25.457028268633493,5.993383674885673
2025-04-04 23:00:00,15.260961689450149,62.42116272522593,9.204969627160716,23,4,4,16.79580360034956,18.000437007014852,21.77484189669847,24.304677577031672,32.356479273916705,15.626399373254245,19.582587576759103,19.714339309037683,16.685734098938187,1.3730505180952932,19.110852135583055,2.8197970357722877,24.341964042068025,6.2384350463884015,24.179116430616503,6.167391167688472,25.047721894465298,6.278924373272162,25.395175801694776,6.075895394385903
2025-04-05 00:00:00,15.308142106900252,65.65789198638454,10.364810763901428,0,5,4,15.260961689450149,16.79580360034956,18.000437007014852,21.97014367731545,33.709990733018884,14.76368455941639,17.05123276455745,18.89258818151272,15.788302465566657,0.8728404209182862,18.000518540513855,2.7800822974271093,22.80847665655814,5.982776810781043,24.20180216176166,6.1321529465056095,25.011407505764108,6.330981180333563,25.345391828436274,6.144226648782404
2025-04-05 01:00:00,13.906920030538975,55.537530833669926,11.117903039692113,1,5,4,15.308142106900252,15.260961689450149,16.79580360034956,20.862924942669853,31.95044218366348,15.124801118769067,17.942983633145765,17.57579290838132,14.825341275629794,0.7957258859197708,16.841184388492042,2.7980040098555463,21.30484981046443,5.738714255774563,24.15105711641874,6.215012480994134,24.927322847376463,6.452493864217366,25.294435260688463,6.22426308263049
2025-04-05 02:00:00,17.618523842612625,53.35539763092325,9.97218543576784,2,5,4,13.906920030538975,15.308142106900252,15.260961689450149,21.77484189669847,31.33458509999182,18.31864048171005,22.05487322416631,19.685476392801675,15.611195326683953,1.8742682985542247,16.148464712811073,1.5829244530321962,20.161844705682828,4.857769180604296,24.12188558978968,6.2451484714358125,24.83489890192743,6.525868937536981,25.26572758638028,6.255187002038481
2025-04-05 03:00:00,16.324479234771207,65.56596120119933,6.420076553072323,3,5,4,17.618523842612625,13.906920030538975,15.308142106900252,18.000437007014852,29.02359684703464,18.88128635014033,19.420293175407085,19.506835284728165,15.949974369307604,1.8839297054670943,15.86913841743713,1.3161527098140977,19.103584904660877,4.071328715401729,24.015351959982635,6.359199110184446,24.770402778164183,6.595448129023664,25.221528196797543,6.307477451531136
2025-04-05 04:00:00,18.119297288944104,55.835548942485886,8.322836752098912,4,5,4,16.324479234771207,17.618523842612625,13.906920030538975,16.79580360034956,27.115163250577456,22.3480788415924,23.78691183682528,19.9620770070932,17.354100122109312,0.9261656924488947,16.089720698869552,1.5858030840090254,18.353929407858097,3.196198405897179,23.83915272862229,6.46510721321278,24.652327475083325,6.663807833484615,25.195934034045475,6.332807479408931
2025-04-05 05:00:00,20.90703951975248,55.285026875137,10.668233425910186,5,5,4,18.119297288944104,16.324479234771207,17.618523842612625,15.260961689450149,24.304677577031672,22.86865990637893,23.106266219264352,25.42862686745696,18.450272014489265,2.309138993885743,17.03073367058661,2.440514034172421,18.070792903084833,2.7389032120535277,23.75741854584619,6.490260795705031,24.60651025217683,6.682199044902015,25.1331342097718,6.352855081637531
2025-04-05 06:00:00,22.03338368439784,56.774105257318574,13.325584780713882,6,5,4,20.90703951975248,18.119297288944104,16.324479234771207,15.308142106900252,21.97014367731545,24.82577595914569,26.464621251664507,25.391679446737484,20.35324016436481,2.01495368986221,18.151607266836205,2.976628411735241,18.076062903675034,2.7471366054617623,23.641068867731693,6.495303233583854,24.514192802858773,6.68659054242346,25.08649121307264,6.36324998077957
2025-04-05 07:00:00,26.027337583621197,62.43698779266752,10.70855670533988,7,5,4,22.03338368439784,20.90703951975248,18.119297288944104,13.906920030538975,20.862924942669853,26.66724922277969,27.597902135861343,28.629208408923294,22.989253595923838,2.6906557809453164,20.171676859016575,3.5728771278334603,18.50643062375431,3.519399836974731,23.614405882766757,6.4836437122207515,24.481472708020437,6.675012359078948,25.05035411827678,6.350222126846678
2025-04-05 08:00:00,24.671873801561265,49.78148981378613,10.40011963566468,8,5,4,26.027337583621197,22.03338368439784,20.90703951975248,17.618523842612625,21.77484189669847,28.419020245911863,28.171008370021003,27.839788676338426,24.24419835652677,2.0310333950956925,21.347235185508016,3.722064286806253,18.74784994915954,3.848006628927665,23.458274780918813,6.407585505439933,24.408574071177526,6.6529318872757655,25.00635530057154,6.341591652707738
2025-04-05 09:00:00,29.81870362785653,62.12241197892868,10.897777889226244,9,5,4,24.671873801561265,26.027337583621197,22.03338368439784,16.324479234771207,18.000437007014852,31.377882495862508,31.26588759937531,31.671750800472743,26.83930500434633,2.6677579789871104,23.59627258435557,4.134186683645201,19.732705500896348,4.984016222381439,23.393308994751894,6.331247805086455,24.378424405104216,6.624412856565625,24.9806185342852,6.317875624396276
2025-04-05 10:00:00,29.835958416381214,64.39242344576047,7.511794606647824,10,5,4,29.81870362785653,24.671873801561265,26.027337583621197,18.119297288944104,16.79580360034956,32.2436673743561,33.91628700175696,32.02740360289291,28.108845281933004,2.976517117303002,25.54904943892842,3.7819014770204418,20.819385068898985,5.661066809623427,23.29298778816961,6.20268320463114,24.29341755957556,6.524847346936523,24.950181795583653,6.288660335518505
2025-04-05 11:00:00,29.476455257382863,55.8828597979259,13.256658543521258,11,5,4,29.835958416381214,29.81870362785653,24.671873801561265,20.90703951975248,15.260961689450149,32.356479273916705,35.56878093322279,33.607310867948534,29.710372433873534,0.20276184558316077,26.977285395200152,3.260398951104719,22.004009532893377,5.875474634506514,23.1729867874807,6.045581217133146,24.166494107995558,6.357969614192774,24.89280880099246,6.227108991712106
2025-04-05 12:00:00,30.42404620919637,65.66619909655549,11.907757998788274,12,5,4,29.476455257382863,29.835958416381214,29.81870362785653,22.03338368439784,15.308142106900252,33.709990733018884,36.56674362318054,35.89698292765349,29.91215329432015,0.47836847466917276,28.37572914933324,2.402296109300677,23.263668208084724,5.929546366950827,23.036072432321433,5.829936681852135,24.03852124520422,6.161863181186324,24.816795791013888,6.123431858683368
